setting,duration,pooling,pooling_display,tag,ap,pr_auc,roc_auc,support_pos_eval,train_count,setting_display
dur_4.0_attention,4.0,attention,heuristic_attention,no vocal,0.23170764210951786,0.2228993801726223,0.7035829662261381,75,805,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,no vocal,0.264521643608041,0.2540064347923402,0.7148898678414097,75,805,4.0s_max
dur_4.0_mean,4.0,mean,mean,no vocal,0.23284599124427174,0.22441686065144203,0.7038472834067547,75,805,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,no vocal,0.23248083439277942,0.22353977365818062,0.704287812041116,75,805,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,no vocal,0.2516191082054159,0.24455265141700638,0.7086637298091043,75,805,8.0s_max
dur_8.0_mean,8.0,mean,mean,no vocal,0.23402895717435432,0.22513976259536816,0.7055212922173275,75,805,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,no vocals,0.27382012262792604,0.26598029958755953,0.6930404934832355,92,932,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,no vocals,0.252342433842349,0.24477125621487497,0.6606805293005672,92,932,0.5s_max
dur_0.5_mean,0.5,mean,mean,no vocals,0.27030360989321633,0.262355952566069,0.6915481046662024,92,932,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,no vocals,0.3099445441316393,0.3043874686842879,0.7205253208635957,92,932,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,no vocals,0.2864255068712822,0.2759415252610565,0.6901552084369714,92,932,1.0s_max
dur_1.0_mean,1.0,mean,mean,no vocals,0.309886886267929,0.3041540744602056,0.7210476569495573,92,932,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,no vocals,0.3182950758606382,0.3121090307149059,0.738110635757636,92,932,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,no vocals,0.32074699845449944,0.3118942499796766,0.7315192518157396,92,932,2.0s_max
dur_2.0_mean,2.0,mean,mean,no vocals,0.32006074455483646,0.3141025429989423,0.7389314496070043,92,932,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,no vocals,0.3220880019245091,0.3163286467766846,0.7412943985673067,92,932,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,no vocals,0.33648322785089235,0.33035578862559795,0.7325390508407124,92,932,4.0s_max
dur_4.0_mean,4.0,mean,mean,no vocals,0.32525819179430226,0.31928916659546874,0.7434583623520047,92,932,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,no vocals,0.32674675350236326,0.31980557939392407,0.7446522734056312,92,932,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,no vocals,0.3384308341362671,0.32779974498560727,0.752163963784698,92,932,8.0s_max
dur_8.0_mean,8.0,mean,mean,no vocals,0.32863616393504286,0.3220120737505909,0.74639339369217,92,932,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,no voice,0.1542717129205354,0.13927668352272188,0.6651999608878458,42,465,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,no voice,0.11437588718200542,0.10862754688454618,0.6139630390143737,42,465,0.5s_max
dur_0.5_mean,0.5,mean,mean,no voice,0.15547550486118902,0.13750741384187956,0.6656399726214921,42,465,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,no voice,0.13685329266908214,0.1240763097610269,0.6664711058961572,42,465,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,no voice,0.13038080798377927,0.12013822719357484,0.6297545712330106,42,465,1.0s_max
dur_1.0_mean,1.0,mean,mean,no voice,0.13684421464651136,0.12671953577530887,0.6674000195560771,42,465,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,no voice,0.1391992031722904,0.12751427006961186,0.668475603793879,42,465,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,no voice,0.14749241701409008,0.13723857793757427,0.6559597144812751,42,465,2.0s_max
dur_2.0_mean,2.0,mean,mean,no voice,0.1382738834276309,0.12598961434266637,0.6700889801505817,42,465,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,no voice,0.1404464375160488,0.12926281149396412,0.669697858609563,42,465,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,no voice,0.1416203757544158,0.12961781766996733,0.6440305074801995,42,465,4.0s_max
dur_4.0_mean,4.0,mean,mean,no voice,0.13857164412939238,0.12753992536495634,0.6706267722694828,42,465,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,no voice,0.1417058414010138,0.12879361232332476,0.6728268309377139,42,465,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,no voice,0.13967339769715909,0.1290654609497842,0.6706756624621101,42,465,8.0s_max
dur_8.0_mean,8.0,mean,mean,no voice,0.1421965001808192,0.13037004212445863,0.6747824386428082,42,465,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,opera,0.8550483082456045,0.8491861734462707,0.987640151849563,47,1040,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,opera,0.9449832619658863,0.9385462213350526,0.9936435066654895,47,1040,0.5s_max
dur_0.5_mean,0.5,mean,mean,opera,0.8609674730141766,0.8554190704210669,0.987860863423678,47,1040,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,opera,0.9060705906236909,0.9017964387510513,0.9885671404608457,47,1040,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,opera,0.9698124725373093,0.9638132661560049,0.9965568994438069,47,1040,1.0s_max
dur_1.0_mean,1.0,mean,mean,opera,0.9023131775169705,0.898998450439206,0.9887437097201377,47,1040,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,opera,0.9124816833213066,0.9092693518760878,0.987022159442041,47,1040,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,opera,0.9643974077951115,0.9602429603292548,0.9949236337953562,47,1040,2.0s_max
dur_2.0_mean,2.0,mean,mean,opera,0.9107172724286143,0.9056754931422566,0.987242871016156,47,1040,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,opera,0.9147471238404182,0.9115428044231424,0.9871545863865101,47,1040,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,opera,0.9655455933725399,0.9621180451380866,0.9948353491657103,47,1040,4.0s_max
dur_4.0_mean,4.0,mean,mean,opera,0.9087792266520669,0.9048292138059322,0.9870221594420411,47,1040,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,opera,0.9095621353657316,0.9049935288610714,0.9863158824048732,47,1040,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,opera,0.95891875829302,0.9550291064980926,0.9942614990730114,47,1040,8.0s_max
dur_8.0_mean,8.0,mean,mean,opera,0.9064176143975806,0.9031485304381712,0.9863158824048732,47,1040,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,piano,0.5857170374298784,0.5823146581464425,0.842455456570156,80,1694,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,piano,0.6708061301102591,0.6679681099148504,0.8944042316258353,80,1694,0.5s_max
dur_0.5_mean,0.5,mean,mean,piano,0.5792116245042704,0.576434496498054,0.8430122494432072,80,1694,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,piano,0.6242209360327433,0.6214390656965744,0.8603841870824054,80,1694,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,piano,0.6755887069752986,0.6736805487807024,0.8871380846325168,80,1694,1.0s_max
dur_1.0_mean,1.0,mean,mean,piano,0.6121572004091368,0.6092495252779282,0.8607182628062361,80,1694,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,piano,0.6402687267491651,0.6380383100437366,0.8727728285077951,80,1694,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,piano,0.6889057737376064,0.6872918110648115,0.8939031180400892,80,1694,2.0s_max
dur_2.0_mean,2.0,mean,mean,piano,0.6333215704051579,0.6305665374329841,0.8744432071269488,80,1694,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,piano,0.6387061955251029,0.635859381720458,0.8722160356347439,80,1694,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,piano,0.6971075036566183,0.6950263459954713,0.8998329621380846,80,1694,4.0s_max
dur_4.0_mean,4.0,mean,mean,piano,0.6319495675089338,0.6293182157160334,0.8744710467706013,80,1694,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,piano,0.6357749001523566,0.6334236092322207,0.8705734966592428,80,1694,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,piano,0.7148921972081864,0.7125254524020492,0.898357461024499,80,1694,8.0s_max
dur_8.0_mean,8.0,mean,mean,piano,0.6291858074129495,0.6258380415717942,0.8726336302895322,80,1694,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,pop,0.5759092326130508,0.5705384282059691,0.879669003562809,77,792,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,pop,0.5217917139300422,0.5137975649861308,0.8701011378002529,77,792,0.5s_max
dur_0.5_mean,0.5,mean,mean,pop,0.5805515925519681,0.5765921287920814,0.8798988621997472,77,792,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,pop,0.5968557705860064,0.589692383948651,0.8945523503045627,77,792,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,pop,0.562479770219359,0.5561216238121959,0.8776577404895989,77,792,1.0s_max
dur_1.0_mean,1.0,mean,mean,pop,0.5974740229116974,0.5901425756583992,0.8946672796230317,77,792,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,pop,0.6055927633472973,0.5982893579850399,0.9001551545799333,77,792,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,pop,0.5622175004207078,0.5567232933138436,0.8893805309734514,77,792,2.0s_max
dur_2.0_mean,2.0,mean,mean,pop,0.6040313772861523,0.5966502405230002,0.9007010688426618,77,792,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,pop,0.6033802767644039,0.5966295704347127,0.8999540282726123,77,792,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,pop,0.5733981703290734,0.5667038444731641,0.8947247442822664,77,792,4.0s_max
dur_4.0_mean,4.0,mean,mean,pop,0.6049641709975037,0.5982828372306284,0.9013906447534765,77,792,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,pop,0.6024891475702095,0.5955175523388885,0.9000402252614642,77,792,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,pop,0.5714163837623855,0.5627465380735032,0.8975692449143776,77,792,8.0s_max
dur_8.0_mean,8.0,mean,mean,pop,0.602318789359765,0.5955420095805933,0.9009309274796,77,792,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,quiet,0.46260339888632784,0.45744482855948626,0.83476843594317,71,839,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,quiet,0.28537622307763305,0.2748605099816282,0.7638846177501691,71,839,0.5s_max
dur_0.5_mean,0.5,mean,mean,quiet,0.4591704170076658,0.4560743142928635,0.8319392336552064,71,839,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,quiet,0.5033466511314956,0.4994933922220931,0.8465465280767575,71,839,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,quiet,0.38759447511530676,0.3805925006608569,0.8111353711790392,71,839,1.0s_max
dur_1.0_mean,1.0,mean,mean,quiet,0.49195677970871643,0.48802141319997533,0.8429485208192385,71,839,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,quiet,0.5242773743423971,0.5206417282116389,0.8496217479549788,71,839,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,quiet,0.4403188764451099,0.434135005230739,0.8349990774340365,71,839,2.0s_max
dur_2.0_mean,2.0,mean,mean,quiet,0.5166083321736152,0.5129695823465851,0.8474998462390061,71,839,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,quiet,0.5390236594221254,0.5352313564701495,0.8510055969001784,71,839,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,quiet,0.4715441875378424,0.46333518562277154,0.861922627467864,71,839,4.0s_max
dur_4.0_mean,4.0,mean,mean,quiet,0.5351112894313768,0.5321105312370914,0.8495294913586321,71,839,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,quiet,0.5352524531877041,0.5313867574831231,0.8483916600036903,71,839,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,quiet,0.4870262261511836,0.48070262708674755,0.8653361215326896,71,839,8.0s_max
dur_8.0_mean,8.0,mean,mean,quiet,0.5353569213933136,0.5318350719096105,0.8484224122024724,71,839,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,rock,0.9125556693163814,0.9108495690550301,0.969779844113223,103,1893,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,rock,0.8932242444796771,0.8922963308899605,0.9615752769041434,103,1893,0.5s_max
dur_0.5_mean,0.5,mean,mean,rock,0.9111676134512384,0.9097669564471391,0.9696886822553444,103,1893,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,rock,0.9178485562658553,0.917274649805238,0.9726058617074617,103,1893,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,rock,0.9010549215112785,0.8997325523591441,0.9634896759195952,103,1893,1.0s_max
dur_1.0_mean,1.0,mean,mean,rock,0.9169568460955987,0.9160846055297667,0.9726286521719313,103,1893,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,rock,0.9154297560789117,0.9147000577841681,0.9719905191667807,103,1893,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,rock,0.9111592769199841,0.9100035023567498,0.9691189206436027,103,1893,2.0s_max
dur_2.0_mean,2.0,mean,mean,rock,0.9138993186848483,0.9130034405823108,0.9718765668444324,103,1893,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,rock,0.9151148635067481,0.9138115448313083,0.9719221477733716,103,1893,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,rock,0.9103272153276117,0.909639789700314,0.9685947399608006,103,1893,4.0s_max
dur_4.0_mean,4.0,mean,mean,rock,0.9138812083043701,0.9127944609152217,0.9717626145220839,103,1893,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,rock,0.9157840165608295,0.914611907210325,0.9717398240576143,103,1893,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,rock,0.9198144006402362,0.9192111633945702,0.9711700624458727,103,1893,8.0s_max
dur_8.0_mean,8.0,mean,mean,rock,0.9141781497413153,0.9131865030157454,0.9716258717352659,103,1893,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,singing,0.3740155375205675,0.36596101532972186,0.8322160034442463,71,982,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,singing,0.6396421530816813,0.6368276488380639,0.9003321237468479,71,982,0.5s_max
dur_0.5_mean,0.5,mean,mean,singing,0.38822399658994605,0.38149751217724676,0.8364598068761917,71,982,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,singing,0.4497813078109613,0.44416830934808477,0.8627529368349838,71,982,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,singing,0.6036261364886856,0.5997592326312626,0.9021772556737806,71,982,1.0s_max
dur_1.0_mean,1.0,mean,mean,singing,0.4600510996094477,0.4526632189827112,0.8672735100559691,71,982,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,singing,0.46534741689736736,0.46061517567994936,0.8673042622547512,71,982,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,singing,0.570653257319795,0.5627325724696276,0.8997478319699859,71,982,2.0s_max
dur_2.0_mean,2.0,mean,mean,singing,0.4764268653803745,0.47152803437714885,0.8726551448428563,71,982,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,singing,0.46453294936836,0.4600459752500878,0.8653361215326896,71,982,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,singing,0.5637363516106981,0.5558543510076752,0.8968571252844578,71,982,4.0s_max
dur_4.0_mean,4.0,mean,mean,singing,0.47462795444573785,0.46869189610024997,0.870164216741497,71,982,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,singing,0.45584269852234555,0.4502619597826037,0.8612460790946553,71,982,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,singing,0.5381056257064503,0.5316735484990969,0.8887385448059536,71,982,8.0s_max
dur_8.0_mean,8.0,mean,mean,singing,0.46676263391882356,0.4607900248226063,0.866412448490067,71,982,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,sitar,0.3963244081176106,0.3874099308646653,0.8855329561094968,26,745,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,sitar,0.2526715012580797,0.22652123413795222,0.8609879186419942,26,745,0.5s_max
dur_0.5_mean,0.5,mean,mean,sitar,0.3930694154384331,0.3786282071801894,0.8833919559565683,26,745,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,sitar,0.44383629420668014,0.43431204845353766,0.9116072794005199,26,745,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,sitar,0.31482296520021585,0.2888257405618763,0.875210276800734,26,745,1.0s_max
dur_1.0_mean,1.0,mean,mean,sitar,0.4231793238564129,0.40896190927371795,0.9087016363358311,26,745,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,sitar,0.47010642455874163,0.4586343202303375,0.9223122801651629,26,745,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,sitar,0.40876343521431335,0.3972675987638317,0.8986083499005963,26,745,2.0s_max
dur_2.0_mean,2.0,mean,mean,sitar,0.4476073019735403,0.437006516581457,0.9187184584798899,26,745,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,sitar,0.46831387854465156,0.45623987270189903,0.9245297446092675,26,745,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,sitar,0.4451404376919393,0.43453978883042327,0.9036549931182137,26,745,4.0s_max
dur_4.0_mean,4.0,mean,mean,sitar,0.459193578884486,0.44237491047496535,0.9223887444563389,26,745,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,sitar,0.45487316372327724,0.4426101285003708,0.9219299587092828,26,745,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,sitar,0.4500737908784212,0.43390946102249883,0.9140541367181526,26,745,8.0s_max
dur_8.0_mean,8.0,mean,mean,sitar,0.45102141103221843,0.4388410761774722,0.9210888515063466,26,745,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,slow,0.6286217274056252,0.6242465666260689,0.7773487773487773,196,2816,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,slow,0.6299518721944156,0.6284682503892903,0.7525969847398418,196,2816,0.5s_max
dur_0.5_mean,0.5,mean,mean,slow,0.6247334603222303,0.6204160222182324,0.7760311331739903,196,2816,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,slow,0.696544864842818,0.6938909353581237,0.8173224244652817,196,2816,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,slow,0.6827298622687814,0.6812483355047593,0.8021082306796592,196,2816,1.0s_max
dur_1.0_mean,1.0,mean,mean,slow,0.6921981960119096,0.6896227520776085,0.816081387509959,196,2816,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,slow,0.718312696700548,0.7158001288017122,0.8284764356192927,196,2816,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,slow,0.727959378246375,0.726852941697516,0.8282619354047926,196,2816,2.0s_max
dur_2.0_mean,2.0,mean,mean,slow,0.7168819787866474,0.7144226543664448,0.8289360789360789,196,2816,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,slow,0.7282697395508199,0.7265838897168209,0.8318318318318318,196,2816,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,slow,0.7483894067571262,0.747205230691992,0.8413924128209842,196,2816,4.0s_max
dur_4.0_mean,4.0,mean,mean,slow,0.727141969773678,0.7252871871701133,0.8326591898020469,196,2816,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,slow,0.7257426401254352,0.7238938760176931,0.8299932585646872,196,2816,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,slow,0.7765660076744672,0.7755717939246634,0.8572041429184286,196,2816,8.0s_max
dur_8.0_mean,8.0,mean,mean,slow,0.724982248251806,0.7230141481801117,0.8307440093154379,196,2816,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,soft,0.3701872029058375,0.3609557649916417,0.8095931095931096,74,787,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,soft,0.3251170588668728,0.3209563718181859,0.7324027324027325,74,787,0.5s_max
dur_0.5_mean,0.5,mean,mean,soft,0.3711608388048821,0.36174247184117364,0.8097416097416097,74,787,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,soft,0.3885669700377771,0.3787511782037787,0.8217701217701218,74,787,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,soft,0.3128509839320269,0.3049118893795819,0.778021978021978,74,787,1.0s_max
dur_1.0_mean,1.0,mean,mean,soft,0.3850834846482088,0.3767968713423991,0.8204039204039204,74,787,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,soft,0.39589982094746595,0.3867583063597541,0.8227502227502228,74,787,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,soft,0.3594596383715978,0.35127167255987163,0.8129492129492129,74,787,2.0s_max
dur_2.0_mean,2.0,mean,mean,soft,0.39353207582766614,0.38339551373439323,0.8225720225720226,74,787,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,soft,0.3980215849737671,0.3877129191573212,0.8222750222750222,74,787,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,soft,0.4089532238631309,0.4004315771869376,0.8355212355212355,74,787,4.0s_max
dur_4.0_mean,4.0,mean,mean,soft,0.40071019839363126,0.39024798453748966,0.8232848232848233,74,787,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,soft,0.4000633911602849,0.38952486639360645,0.820997920997921,74,787,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,soft,0.4282964931695289,0.42154522101740965,0.8353430353430353,74,787,8.0s_max
dur_8.0_mean,8.0,mean,mean,soft,0.4016606557261899,0.39119817587111744,0.8219186219186219,74,787,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,solo,0.28094986197939387,0.26978400257834445,0.8216013546202225,52,690,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,solo,0.2617837021322247,0.24967592401583702,0.8024915336236091,52,690,0.5s_max
dur_0.5_mean,0.5,mean,mean,solo,0.2819410115523623,0.2717733453055898,0.8219238832446379,52,690,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,solo,0.32483585603945087,0.313412586933859,0.8234558942106112,52,690,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,solo,0.37634874033662685,0.36158052067838437,0.8272859216255443,52,690,1.0s_max
dur_1.0_mean,1.0,mean,mean,solo,0.3255076236783927,0.3150131783048728,0.8229721012739881,52,690,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,solo,0.32497714139739653,0.3151067343273326,0.8253910659571037,52,690,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,solo,0.3558120598616283,0.34092973364665025,0.825713594581519,52,690,2.0s_max
dur_2.0_mean,2.0,mean,mean,solo,0.3248894140785676,0.31298204742386293,0.8242622157716496,52,690,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,solo,0.32340752473938594,0.31243348617358724,0.8247863247863247,52,690,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,solo,0.38489387956363713,0.37399368729982285,0.8283341396548943,52,690,4.0s_max
dur_4.0_mean,4.0,mean,mean,solo,0.32609946436378506,0.3149864215227126,0.8234962102886632,52,690,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,solo,0.33142126068007466,0.32417032334808765,0.8247056926302209,52,690,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,solo,0.36986166686234767,0.3623191776784105,0.8338171262699564,52,690,8.0s_max
dur_8.0_mean,8.0,mean,mean,solo,0.3361558280716266,0.32402553978792753,0.8242622157716498,52,690,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,strings,0.7205676504590971,0.717598706017114,0.8808866655166465,155,2176,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,strings,0.759831179785106,0.7586844224059749,0.8781956184233224,155,2176,0.5s_max
dur_0.5_mean,0.5,mean,mean,strings,0.7196584829044841,0.7166713119939407,0.8805934103846818,155,2176,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,strings,0.7553885469868011,0.7535516321062992,0.8941348973607038,155,2176,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,strings,0.785788387421609,0.7845003303767419,0.8917371053993445,155,2176,1.0s_max
dur_1.0_mean,1.0,mean,mean,strings,0.7526789711434606,0.7507651898146815,0.8936518889080559,155,2176,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,strings,0.7628749051197677,0.7611075421058385,0.8951354148697602,155,2176,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,strings,0.7881533590694524,0.7867231207946901,0.8979299637743661,155,2176,2.0s_max
dur_2.0_mean,2.0,mean,mean,strings,0.7586609712413649,0.7567143830618287,0.8946524064171122,155,2176,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,strings,0.7631873912816804,0.7615342029721283,0.8944971537001898,155,2176,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,strings,0.7897539399488058,0.7883403830110917,0.9013282732447818,155,2176,4.0s_max
dur_4.0_mean,4.0,mean,mean,strings,0.7608585013823908,0.7589241841031714,0.8944971537001898,155,2176,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,strings,0.7623674703719492,0.7607707232052691,0.8939106434362601,155,2176,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,strings,0.7947141300031562,0.7935031897383683,0.9039158185268241,155,2176,8.0s_max
dur_8.0_mean,8.0,mean,mean,strings,0.7604575236084398,0.7586832594396814,0.8941003967569432,155,2176,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,synth,0.7064038372211913,0.703811097028253,0.90780813485487,98,1369,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,synth,0.5238146962862726,0.518750955514356,0.8171551683318339,98,1369,0.5s_max
dur_0.5_mean,0.5,mean,mean,synth,0.7045382553641574,0.7026521989196912,0.9067427435011127,98,1369,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,synth,0.7080152150010999,0.7056619074951851,0.9210189876414603,98,1369,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,synth,0.6472333082412816,0.6440161270059116,0.8876840759505659,98,1369,1.0s_max
dur_1.0_mean,1.0,mean,mean,synth,0.7102886031028525,0.7077381818946066,0.9209006108243761,98,1369,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,synth,0.696358032235041,0.6938075806330837,0.9221080543586343,98,1369,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,synth,0.6361316505108252,0.6307938691920544,0.896775415502628,98,1369,2.0s_max
dur_2.0_mean,2.0,mean,mean,synth,0.7005801535606287,0.6977153277086994,0.922321132629386,98,1369,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,synth,0.6985755743018179,0.6962181814539761,0.9229603674416402,98,1369,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,synth,0.6736395692925949,0.6700558420898448,0.910436100194138,98,1369,4.0s_max
dur_4.0_mean,4.0,mean,mean,synth,0.6991135682741345,0.6965887708796881,0.9221790804488849,98,1369,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,synth,0.6948348148352583,0.6920983957878937,0.9218239499976325,98,1369,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,synth,0.6899562880342265,0.6870645001171383,0.917325630948435,98,1369,8.0s_max
dur_8.0_mean,8.0,mean,mean,synth,0.6950360682803893,0.6926301863902644,0.9214688195463799,98,1369,8.0s_mean
